USDOT,MC_docket#,entity_type,operating_status,out_of_service,legal_name,dba_name,contact_name,physical_address,business_phone,mobile_number,email_address,mailnig_address,power units,drivers,mcs 150,Mileage (Year),operation_classification,carrier_operation,cargo_carried
3342919,,CARRIER,ACTIVE,None,MELENDREZ & SONS INC,,MELENDREZ & SONS INC,"11703 LOCH LOMOND DR
WHITTIER, CA   90606-2002",(562) 318-7127,(562) 318-7127,CATRUCKING@YAHOO.COM,"11703 LOCH LOMOND DR
WHITTIER, CA   90606-2002",1,1,10/4/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Construction, "
3342923,,CARRIER,ACTIVE,None,AMAROS TRUCKING ENTERPRISES INC,,,"954 W 62ND STREET
LOS ANGELES, CA   90044",(323) 428-3639,,,"954 W 62ND STREET
LOS ANGELES, CA   90044",2,2,10/24/2019,"50,000 (2018)","Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, DUMP TRUCK DIRT, "
3342924,,CARRIER,ACTIVE,None,NARCISO LARA GALLARDO,HUSKY'S TRUCKING,NARCISO LARA GALLARDO,"1730 BEACON HILL DR
SALINAS, CA   93906-6000",(831) 970-8819,(831) 970-8819,NLARA07@GMAIL.COM,"1730 BEACON HILL DR
SALINAS, CA   93906-6000",1,1,10/4/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Liquids/Gases, "
3342932,,CARRIER,NOT AUTHORIZED,None,ALK IRR TR,,ALK IRR TR,"250 TOUCHSTONE PL APT 63
W SACRAMENTO, CA   95691",(913) 940-0032,(913) 940-0032,ANDREYPOPOV9@GMAIL.COM,"250 TOUCHSTONE PL APT 63
W SACRAMENTO, CA   95691-4631",3,3,10/4/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3343002,,CARRIER,ACTIVE,None,5 STAR ENTERPRISES LLC,,5 STAR ENTERPRISES LLC,"514 N YALETON AVE
WEST COVINA, CA   91790-1533",(626) 230-1577,(626) 230-1577,UDAWALKER@GMAIL.COM,"514 N YALETON AVE
WEST COVINA, CA   91790-1533",1,1,10/5/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Building Materials, Construction, OTHER, "
3343027,,CARRIER,NOT AUTHORIZED,None,PETE AGUILAR,,PETE AGUILAR,"26939 ROAD 100
VISALIA, CA   93277",(559) 331-9147,(559) 331-9147,PETEAGUILAR69@GMAIL.COM,"PO BOX 1433
TULARE, CA   93275-1433",1,1,10/5/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3343031,,CARRIER,NOT AUTHORIZED,None,CONTRERAS D&L TRANSPORT LLC,,CONTRERAS D&L TRANSPORT LLC,"198 W BERNARDI ST
IMPERIAL, CA   92251",(760) 604-0588,(760) 604-0588,DLCTRANSPORTLLC@GMAIL.COM,"198 W BERNARDI ST
IMPERIAL, CA   92251-8817",1,1,10/5/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3343033,,CARRIER,ACTIVE,None,3K TRANSPORT,,3K TRANSPORT,"12359 DAPPLE DRIVE
RANCHO CUCAMONGA, CA   91739",(951) 563-4650,(951) 751-1823,MESCALANTE@ALE-INSURANCE.COM,"12359 DAPPLE DRIVE
RANCHO CUCAMONGA, CA   91739",2,2,11/7/2019,"100,000 (2018)","Auth. For Hire, ","Interstate, ","OTHER, "
3343035,,CARRIER,ACTIVE,None,GLAM IT UP,,GLAM IT UP,"1922 W EL SEGUNDO BLVD APT 6
GARDENA, CA   90249-1850",(323) 433-8898,(323) 433-8898,GLAMITUPTRANSPORT@GMAIL.COM,"1455 W REDONDO BEACH BLVD # 2463
GARDENA, CA   90247-6525",1,3,10/10/2019,1 (2018),"Auth. For Hire, ","Intrastate Only (Non-HM), ","Passengers, "
3343089,,CARRIER,ACTIVE,None,RIGOBERTO DIAZ LLC,,,"136 CREEKVIEW DR
VALLEJO, CA   94591-3641",(707) 416-7428,,,"136 CREEKVIEW DR
VALLEJO, CA   94591-3641",1,1,10/6/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Motor Vehicles, "
3343093,,CARRIER,NOT AUTHORIZED,None,MOVVIO,,MOVVIO,"20912 AMIE AVE APT D
TORRANCE, CA   90503",(424) 499-9169,(424) 499-9169,MOVVIO.WORK@GMAIL.COM,"20912 AMIE AVE APT D
TORRANCE, CA   90503-4725",1,4,10/6/2019,,"Auth. For Hire, ","Interstate, ","Household Goods, "
3343101,,CARRIER,ACTIVE,None,CHRISTOPHER ANTHONY HARRIS,HARRIS TRANSPORTATION,HARRIS TRANSPORTATION,"763 W HIGHLAND AVE
SN BERNRDNO, CA   92405-3838",(818) 799-0206,(818) 799-0206,ATHOMAS36@ATT.NET,"763 W HIGHLAND AVE
SN BERNRDNO, CA   92405-3838",1,1,11/12/2019,1 (2018),"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Household Goods, Metal: sheets, coils, rolls, Beverages, Paper Products, "
3343140,,CARRIER,ACTIVE,None,ROULETTE ENTERTAINMENT LIMOUSINE,,ROULETTE ENTERTAINMENT LIMOUSINE,"12981 HALFORD ST
SYLMAR, CA   91342-3421",(818) 823-0270,(818) 823-0270,JOELEEN818@HOTMAIL.COM,"12981 HALFORD ST
SYLMAR, CA   91342-3421",1,2,10/6/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Passengers, "
3343147,,CARRIER,ACTIVE,None,EDUARDO LUIS VENTURA,VENTURA TRUCKING,EDUARDO LUIS VENTURA,"2513 E ROSE AVE
FRESNO, CA   93725-9686",(559) 709-9790,(559) 709-9790,VENTURAEDD01@GMAIL.COM,"2513 E ROSE AVE
FRESNO, CA   93725-9686",1,1,10/21/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Beverages, Paper Products, "
3343149,,CARRIER,ACTIVE,None,LM SIDHU TRUCKING INC,,LM SIDHU TRUCKING INC,"37112 ALEPPO DR
NEWARK, CA   94560-3311",(510) 990-4690,(510) 990-4690,LMSIDHUTRUCKING@GMAIL.COM,"PO BOX 7870
FREMONT, CA   94537-7870",1,1,10/7/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3343195,,CARRIER,NOT AUTHORIZED,None,FRANCISCO MONGE,,FRANCISCO MONGE,"1991 ARTHUR AVE
POMONA, CA   91768",(909) 706-8882,(909) 706-8882,CARLOSMIONTIME@YAHOO.COM,"1991 ARTHUR AVE
POMONA, CA   91768-2021",1,1,10/7/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3343219,,CARRIER,ACTIVE,None,GR8 RIDES,,GR8 RIDES,"1400 SENECA ST
POTTSVILLE, PA   17901-1017",(570) 212-9422,(570) 212-9422,RIDEWITHGR8@GMAIL.COM,"1400 SENECA ST
POTTSVILLE, PA   17901-1017",1,1,10/7/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Passengers, "
3343323,,CARRIER,NOT AUTHORIZED,None,VICTOR LEON HARPER,,VICTOR LEON HARPER,"25965 LA BARCA RD
MORENO VALLEY, CA   92551",(951) 345-2947,(951) 345-2947,VICTORINTERMODAL@HOTMAIL.COM,"25965 LA BARCA RD
MORENO VALLEY, CA   92551-1930",1,1,10/7/2019,,"Auth. For Hire, ","Interstate, ","General Freight, Intermodal Cont., "
3343381,,CARRIER,NOT AUTHORIZED,None,STILL ROLLIN AUTO TRANSPORT,,STILL ROLLIN AUTO TRANSPORT,"4962 SULPHUR DR
JURUPA VALLEY, CA   91752",(909) 578-1667,(909) 578-1667,STILLROLLINAUTOTRANS@GMAIL.COM,"4962 SULPHUR DR
JURUPA VALLEY, CA   91752-2921",1,1,10/7/2019,,"Auth. For Hire, ","Interstate, ","General Freight, OTHER, "
3343409,,CARRIER,ACTIVE,None,CAPITOL CITY DELIVERIES CORP,,CAPITOL CITY DELIVERIES CORP,"7 SORBELL CT
SACRAMENTO, CA   95823-7201",(916) 397-1668,(916) 397-1668,KINGSANTANA85@GMAIL.COM,"7 SORBELL CT
SACRAMENTO, CA   95823-7201",1,1,10/7/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3343441,,CARRIER,NOT AUTHORIZED,None,GODIS S AND J TRANSPORT INC,,GODIS S AND J TRANSPORT INC,"915 TOWHEE LN
PERRIS, CA   92571",(909) 332-8452,(909) 332-8452,STIMPORTANT72@GMAIL.COM,"PO BOX 537
PATTON, CA   92369-0537",1,1,10/7/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3343446,,CARRIER,NOT AUTHORIZED,None,OCEAN PLUS INC,,OCEAN PLUS INC,"401 S GARFIELD AVE STE A
MONTEREY PARK, CA   91754",(626) 538-0525,(626) 538-0525,DONBUSINESSCONSULTING@GMAIL.COM,"401 S GARFIELD AVE STE A
MONTEREY PARK, CA   91754-3394",1,1,10/7/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3343497,,CARRIER,ACTIVE,None,WCV LLC,NIMBLE VINEYARDS,WCV LLC,"4300 WALLACE CREEK RD
HEALDSBURG, CA   95448-8190",(941) 584-9868,(941) 584-9868,DAVID@NIMBLEVINEYARDS.COM,"PO BOX 2028
HEALDSBURG, CA   95448-2028",2,2,10/7/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Agricultural/Farm Supplies, "
3343506,,CARRIER,NOT AUTHORIZED,None,AL REHMAN BROTHERS TRANS INC,,AL REHMAN BROTHERS TRANS INC,"2240 SANDALWOOD DR
STOCKTON, CA   95210",(209) 688-5835,(209) 688-5835,MAAN_HAFEEZ@YAHOO.COM,"2240 SANDALWOOD DR
STOCKTON, CA   95210-1643",1,1,10/7/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3343534,,CARRIER,NOT AUTHORIZED,None,RAPID TRANSPORT SYSTEMS INC,,RAPID TRANSPORT SYSTEMS INC,"1204 E SMITH PL
LONG BEACH, CA   90806",(562) 986-8332,(562) 986-8332,ADVANCEDIFTA@GMAIL.COM,"1700 SANTA FE AVE STE 206
LONG BEACH, CA   90813-1201",1,1,10/7/2019,,"Auth. For Hire, ","Interstate, ","General Freight, Intermodal Cont., "
3343538,,CARRIER,ACTIVE,None,MANPREET SINGH,A PUNJAB TRUCK DRIVING SCHOOL,MANPREET SINGH,"820 AURORA ST SOUTH
STOCKTON, CA   95202",(209) 362-8435,(209) 362-8435,PREETSINGH1994.COM@GMAIL.COM,"820 AURORA ST SOUTH
STOCKTON, CA   95202",1,1,10/15/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3343543,,CARRIER,NOT AUTHORIZED,None,KEITH D SLADE,,KEITH D SLADE,"1735 SAL GLN
ESCONDIDO, CA   92029",(760) 317-1353,(760) 317-1353,SSLADE50@YAHOO.COM,"1735 SAL GLN
ESCONDIDO, CA   92029-3234",1,1,10/25/2019,,"Auth. For Hire, ","Interstate, ","Motor Vehicles, "
3343545,,CARRIER,ACTIVE,None,BRIANA NICOLE VILLANUEVA DBA JBV TRUCKING,,BRIANA NICOLE VILLANUEVA DBA JBV TRUCKING,"2250 96TH AVE APT 218
OAKLAND, CA   94603-1966",(510) 712-4898,(510) 712-4898,VILLANUEVAJB0515@GMAIL.COM,"2250 96TH AVE APT 218
OAKLAND, CA   94603-1966",1,1,10/7/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3343552,,CARRIER,ACTIVE,None,ADRIAN MORENO,,ADRIAN MORENO,"5849 MILDRED ST APT A
SAN DIEGO, CA   92110-1644",(619) 751-5718,(619) 751-5718,ADRIANMORENO5718@GMAIL.COM,"5849 MILDRED ST APT A
SAN DIEGO, CA   92110-1644",1,1,10/7/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3343573,,CARRIER,ACTIVE,None,JONAS J INGA CANALES,CANALES TRANSPORT,JONAS J INGA CANALES,"4401 HUGHES LN SPC 34
BAKERSFIELD, CA   93304-6817",(661) 778-6915,(661) 778-6915,INGAJ1085@GMAIL.COM,"4401 HUGHES LN SPC 34
BAKERSFIELD, CA   93304-6817",1,1,10/7/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Fresh Produce, Refrigerated Food, "
3343591,,CARRIER,ACTIVE,None,KHALSA FUEL,,KHALSA FUEL,"3422 GULUZZO DR
SAN JOSE, CA   95148-1325",(408) 644-3070,(408) 644-3070,AMAN_SURJIT@YAHOO.COM,"3422 GULUZZO DR
SAN JOSE, CA   95148-1325",1,1,10/7/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3343600,,CARRIER,ACTIVE,None,GOOD2GO TRUCKING INC,,GOOD2GO TRUCKING INC,"2563 E YEARGIN DR
FRESNO, CA   93720-4441",(559) 776-2255,(559) 776-2255,GOOD2GOTRUCKS@GMAIL.COM,"1077 N WILLOW AVE STE 105 PMB 766
CLOVIS, CA   93611-4415",1,2,10/7/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Building Materials, OTHER, "
3343605,,CARRIER,ACTIVE,None,MRCM TRANSPORT LLC,,,"300 W LINCOLN AVE SPC 25
ORANGE, CA   92865",(714) 609-0204,,,"300 W LINCOLN AVE SPC 25
ORANGE, CA   92865-1060",1,1,10/22/2019,1 (2018),"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3343607,,CARRIER,NOT AUTHORIZED,None,BASRA INSTITUTE,,BASRA INSTITUTE,"3705 N MCCAFFREY AVE
FRESNO, CA   93722",(559) 304-7257,(559) 304-7257,PREMSINGHBASRA@GMAIL.COM,"3705 N MCCAFFREY AVE
FRESNO, CA   93722-1174",1,1,10/7/2019,,"Auth. For Hire, ","Interstate, ","General Freight, Fresh Produce, Meat, Commodities Dry Bulk, Refrigerated Food, Beverages, Paper Products, "
3343633,,CARRIER,NOT AUTHORIZED,None,HAN'S TRANSPORTATION INC,,HAN'S TRANSPORTATION INC,"15736 LA SALLE AVE APT 2
GARDENA, CA   90247",(909) 720-2727,(909) 720-2727,DAVIDTRM@GMAIL.COM,"680 BREA CANYON RD STE 208
WALNUT, CA   91789-3005",1,1,10/7/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3343656,,CARRIER,ACTIVE,None,VOYAGE DISTRIBUTION INC,,VOYAGE DISTRIBUTION INC,"727 GLADYS AVE
LOS ANGELES, CA   90021-1413",(424) 241-3396,(424) 241-3396,INFO@VOYAGEDISTRIBUTION.COM,"2622 S ROBERTSON BLVD
LOS ANGELES, CA   90034-2402",1,2,10/7/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3343672,,CARRIER,ACTIVE,None,BEANT SINGH SANDHU,BEANT SANDHU TRUCKING,BEANT SINGH SANDHU,"20475 WISTERIA ST APT 35
CASTRO VALLEY, CA   94546-5549",(510) 499-1335,(510) 499-1335,BSANDHU0187@GMAIL.COM,"20475 WISTERIA ST APT 35
CASTRO VALLEY, CA   94546-5549",1,1,10/8/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3343781,,CARRIER,ACTIVE,None,A & A DELIVERY SERVICE LLC,,A & A DELIVERY SERVICE LLC,"38063 WESLEY CT
PALMDALE, CA   93552-3238",(661) 992-0421,(661) 992-0421,NUNEZ.SILVI1787@GMAIL.COM,"38063 WESLEY CT
PALMDALE, CA   93552-3238",1,1,10/8/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3343867,,CARRIER,ACTIVE,None,ANDRES JAVIER DOMINGUEZ,DOMINGUEZ HAULING,ANDRES JAVIER DOMINGUEZ,"116 W CLAUDE ST
COMPTON, CA   90220-4722",(424) 371-4467,(424) 371-4467,DOMINGUEZHAULING@GMAIL.COM,"116 W CLAUDE ST
COMPTON, CA   90220-4722",1,1,10/8/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3343876,,CARRIER,ACTIVE,None,DEDICATED TRANS LLC,,DEDICATED TRANS LLC,"2021 W WINDHAVEN DR
RIALTO, CA   92377-4845",(909) 559-3914,(909) 559-3914,IVANMORA1996@YAHOO.COM,"16036 VALLEY BLVD
FONTANA, CA   92335-6432",1,1,10/8/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3343881,,CARRIER,ACTIVE,None,FRANKIE E SANTIAGO,SD MOVERS PRO,FRANKIE E SANTIAGO,"2507 NORTHSIDE DR
SAN DIEGO, CA   92108-2798",(619) 408-1935,(619) 408-1935,FSANTIAGO619@YAHOO.COM,"22101 ERWIN ST APT 106
WOODLAND HLS, CA   91367-3401",1,1,10/8/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, OTHER, "
3343897,,CARRIER,NOT AUTHORIZED,None,WARAICH EXPRESS INC,,WARAICH EXPRESS INC,"3323 S MCCALL AVE
SANGER, CA   93657",(206) 288-9035,(206) 288-9035,GULABWARAICH007@GMAIL.COM,"3521 W SAN JOSE AVE APT 103
FRESNO, CA   93711-6629",1,1,10/8/2019,,"Auth. For Hire, ","Interstate, ","General Freight, Fresh Produce, "
3343905,,CARRIER,ACTIVE,None,JOSE G MEDINA SANCHEZ,MEDINA'S BREAKING SERVICE,JOSE G MEDINA SANCHEZ,"2034 BURKETT RD
EL MONTE, CA   91733",(626) 941-8051,(626) 941-8051,MEDINASBREAKINGSERVICE@GMAIL.COM,"2034 BURKETT RD
EL MONTE, CA   91733",1,1,10/11/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3343916,,CARRIER,ACTIVE,None,MUKHTYAR SINGH & MANJEET KOUR CHAHAL,NAVSTAR EXPRESS,MUKHTYAR SINGH & MANJEET KOUR CHAHAL,"3257 N BURL AVE
FRESNO, CA   93727-8930",(559) 294-1688,(559) 294-1688,NAVSTAREXPRESS@GMAIL.COM,"3257 N BURL AVE
FRESNO, CA   93727-8930",1,1,10/8/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3343935,,CARRIER,ACTIVE,None,ACC CARE INC,,ACC CARE INC,"11856 BALBOA BLVD # 323
GRANADA HILLS, CA   91344-2753",(805) 574-3757,(805) 574-3757,CARE.ACC@YAHOO.COM,"11856 BALBOA BLVD # 323
GRANADA HILLS, CA   91344-2753",0,6,10/8/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Passengers, "
3343941,,CARRIER,NOT AUTHORIZED,None,CA DIRT SERVICES INC,,CA DIRT SERVICES INC,"180 WOODMAN ST
SAN DIEGO, CA   92114-5813",(619) 262-5171,(619) 262-5171,CADIRTCO@SBCGLOBAL.NET,"PO BOX 741901
SAN DIEGO, CA   92174-1901",1,1,10/14/2019,1 (2018),"Auth. For Hire, ","Interstate, ","Drive/Tow away, OTHER, "
3343948,,CARRIER,ACTIVE,None,LUIS A PINEDA PINEDA,LP TRUCKING,LUIS A PINEDA PINEDA,"9501 CERRITOS AVE UNIT 112
ANAHEIM, CA   92804-5974",(714) 395-9988,(714) 395-9988,LUISAPPINEDA1980@GMAIL.COM,"9501 CERRITOS AVE UNIT 112
ANAHEIM, CA   92804-5974",1,1,10/8/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3344004,,CARRIER,ACTIVE,None,SB TIMING LLC,,SB TIMING LLC,"4534B AUHAY DR
SANTA BARBARA, CA   93110-1706",(805) 705-7968,(805) 705-7968,PAUL@SBTIMING.COM,"4534B AUHAY DR
SANTA BARBARA, CA   93110-1706",1,2,10/8/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Motor Vehicles, "
3344006,,CARRIER,NOT AUTHORIZED,None,GLOBAL EXPEDITED TRANSPORTATION FREIGHT CORP,,GLOBAL EXPEDITED TRANSPORTATION FREIGHT CORP,"3675 CRESTWOOD PKWY NW STE 501
DULUTH, GA   30096",(909) 720-2727,(909) 720-2727,DAVIDTRM@GMAIL.COM,"680 BREA CANYON RD STE 208
WALNUT, CA   91789-3005",1,1,10/8/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3344081,,CARRIER,ACTIVE,None,ADRIAN M MEDINA,R L M TRANSPORT,ADRIAN M MEDINA,"223 CENTER ST
LINDSAY, CA   93247",(559) 361-8919,(559) 361-8919,ADRIAN09_06@HOTMAIL.COM,"28847 AVENUE 176
PORTERVILLE, CA   93257-9613",1,1,10/8/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Fresh Produce, "
3344105,,CARRIER,ACTIVE,None,VICTOR REYES,ANR TRANSPORT SERVICE,VICTOR REYES,"1907 OAK TREE DR
LOS ANGELES, CA   90041-2022",(818) 426-5674,(818) 426-5674,VICTOR.REYES91@ICLOUD.COM,"1907 OAK TREE DR
LOS ANGELES, CA   90041-2022",1,1,10/22/2019,1 (2018),"Auth. For Hire, ","Interstate, ","General Freight, "
3344136,,CARRIER,ACTIVE,None,JM&SON TRUCKING,,JM&SON TRUCKING,"1850 COLUSA ST
CORNING, CA   96021-2112",(831) 210-4452,(831) 210-4452,BOYNEXTDOOR240@GMAIL.COM,"1850 COLUSA ST
CORNING, CA   96021-2112",1,1,10/8/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Coal/Coke, Commodities Dry Bulk, "
3344141,,CARRIER,ACTIVE,None,SIDHU CARRIERS INC,,SIDHU CARRIERS INC,"213 RIDGEVIEW DR
TRACY, CA   95377-7068",(510) 576-9553,(510) 576-9553,SIDHUCARRIER99@GMAIL.COM,"213 RIDGEVIEW DR
TRACY, CA   95377-7068",1,1,10/8/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3344148,,CARRIER,ACTIVE,None,NCC TRANSPORTATION LLC,,NCC TRANSPORTATION LLC,"567 W F ST
COLTON, CA   92324-2113",(562) 713-4149,(562) 713-4149,NCCTRANSPORTATIONLLC@GMAIL.COM,"567 W F ST
COLTON, CA   92324-2113",1,1,10/8/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3344150,,CARRIER,ACTIVE,None,NITRO MOVING COMPANY LLC,,NITRO MOVING COMPANY LLC,"2535 CONEJO DR
SAN BERNARDINO, CA   92404-4212",(909) 697-9419,(909) 697-9419,NITROMOVINGCOMPANY@GMAIL.COM,"2535 CONEJO DR
SAN BERNARDINO, CA   92404",1,2,10/11/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3344154,,CARRIER,ACTIVE,None,SERGIO ONOFRE ORTIZ,ONOFRE TRUCKING,SERGIO ONOFRE ORTIZ,"513 MCKENZIE AVE
WATSONVILLE, CA   95076-4418",(831) 406-9136,(831) 406-9136,SERGEONOFRE86@GMAIL.COM,"PO BOX 1596
FREEDOM, CA   95019-1596",1,1,10/8/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Construction, OTHER, "
3344169,,CARRIER,ACTIVE,None,BORRACHA TRUCKING LLC,,BORRACHA TRUCKING LLC,"17172 ALAMEDA DR
PERRIS, CA   92570-9553",(951) 407-2211,(951) 407-2211,SONYA.GALVAN84@GMAIL.COM,"17172 ALAMEDA DR
PERRIS, CA   92570-9553",1,1,10/8/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3344208,,CARRIER,ACTIVE,None,HUMBERTO MENDOZA,,HUMBERTO MENDOZA,"9220 BROOKSHIRE AVE APT 110
DOWNEY, CA   90240-2984",(562) 500-0706,(562) 500-0706,HUMBERTOMENDOZA11@ICLOUD.COM,"9220 BROOKSHIRE AVE APT 110
DOWNEY, CA   90240-2984",1,1,10/8/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3344214,,CARRIER,NOT AUTHORIZED,None,R&Y TRANSPORT,,R&Y TRANSPORT,"10661 LIMONITE AVE
JURUPA VALLEY, CA   91752",(951) 741-7162,(951) 741-7162,RYTRANSPORT1@GMAIL.COM,"10661 LIMONITE AVE
JURUPA VALLEY, CA   91752-2250",1,4,10/9/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3344216,,CARRIER,ACTIVE,None,J R HARRISON TRUCKING LLC,,J R HARRISON TRUCKING LLC,"860 WINNIPEG CT
TRACY, CA   95304-5823",(480) 487-0963,(480) 487-0963,JAMEYHARRISON@ICLOUD.COM,"860 WINNIPEG CT
TRACY, CA   95304-5823",1,2,10/9/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Garbage/Refuse, "
3344217,,CARRIER,ACTIVE,None,TRUE VINE TRANSPORT LLC,,TRUE VINE TRANSPORT LLC,"1188 HURON LN
HAYWARD, CA   94545-2606",(925) 864-2763,(925) 864-2763,TRUEVINETRANSPORT@GMAIL.COM,"1188 HURON LN
HAYWARD, CA   94545-2606",1,2,11/21/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3344244,,CARRIER,NOT AUTHORIZED,None,RY TRANSPORT LLC,,RY TRANSPORT LLC,"58 PEORIA ST
DALY CITY, CA   94014",(415) 579-8792,(415) 579-8792,RYTRANSPORTADM@GMAIL.COM,"58 PEORIA ST
DALY CITY, CA   94014-1238",1,2,10/9/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3344268,,CARRIER,ACTIVE,None,DH COOL DISTRIBUTORS LLC,,DH COOL DISTRIBUTORS LLC,"1805 AVIGNON LN
MODESTO, CA   95356-8400",(209) 262-5816,(209) 262-5816,DAVID@DHCOOLDISTRIBUTORS.COM,"2401 E ORANGEBURG AVE STE 20
MODESTO, CA   95355-3396",1,1,10/9/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Refrigerated Food, "
3344407,,CARRIER,NOT AUTHORIZED,None,JM ONE EXPRESS INC,,JM ONE EXPRESS INC,"925 S AZUSA AVE
CITY INDUSTRY, CA   91748",(626) 463-8434,(626) 463-8434,CARRIER@CHAMPIONTRAFFIC.COM,"19083 COLIMA RD
ROWLAND HGHTS, CA   91748-2953",1,1,10/9/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3344425,,CARRIER,NOT AUTHORIZED,None,GTS LOGISTIC EXPRESS,,GTS LOGISTIC EXPRESS,"5905 VISTA SAN FRANCISQUITO
SAN DIEGO, CA   92154",(619) 947-4008,(619) 947-4008,NEREGRETERIEN@HOTMAIL.COM,"5905 VISTA SAN FRANCISQUITO
SAN DIEGO, CA   92154-5660",2,2,10/9/2019,,"Auth. For Hire, ","Interstate, ","General Freight, OTHER, "
3344458,,CARRIER,ACTIVE,None,ROBERTO BAZAN,,ROBERTO BAZAN,"14407 VIA ROCA
VICTORVILLE, CA   92392-7617",(909) 936-1076,(909) 936-1076,BETO3042@GMAIL.COM,"14407 VIA ROCA
VICTORVILLE, CA   92392-7617",1,1,10/9/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3344483,,CARRIER,ACTIVE,None,PALIROUTE LLC,,PALIROUTE LLC,"909 S ACACIA AVE
RIALTO, CA   92376-7601",(909) 265-6644,(909) 265-6644,ASAD_M06@YAHOO.COM,"909 S ACACIA AVE
RIALTO, CA   92376-7601",1,1,10/9/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3344526,,CARRIER,ACTIVE,None,ADRIANA ARTEAGA,A&A LIMO,ADRIANA ARTEAGA,"345 AVENIDA NOGALES
SAN JOSE, CA   95123-1508",(408) 472-6762,(408) 472-6762,AANDA.LIMO2019@GMAIL.COM,"345 AVENIDA NOGALES
SAN JOSE, CA   95123-1508",1,1,10/9/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Passengers, "
